Date,Year,Program,Rating,Mean_Rating,Median_Rating,Diff_From_Mean,Status_Vs_Mean,Z_Score,Is_Outlier,Prev_Week_Rating,WoW_Diff,Std_Rating,CV_Percent,Skewness,Q1_Rating,Q3_Rating,IQR_Rating,Min_Rating,Max_Rating,Broadcast_Days
2025-08-20,2025,모닝와이드 3부 (JIBS),1.4,1.77,1.65,-0.37,평균 이하,-0.39,정상 범위,0.8,0.6,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-21,2025,모닝와이드 3부 (JIBS),3.2,1.77,1.65,1.43,평균 이상,1.5,정상 범위,1.6,1.6,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-22,2025,모닝와이드 3부 (JIBS),1.1,1.77,1.65,-0.67,평균 이하,-0.7,정상 범위,1.6,-0.5,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-25,2025,모닝와이드 3부 (JIBS),1.1,1.77,1.65,-0.67,평균 이하,-0.7,정상 범위,1.1,0.0,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-26,2025,모닝와이드 3부 (JIBS),2.3,1.77,1.65,0.53,평균 이상,0.56,정상 범위,0.9,1.4,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-27,2025,모닝와이드 3부 (JIBS),1.3,1.77,1.65,-0.47,평균 이하,-0.49,정상 범위,2.4,-1.1,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-28,2025,모닝와이드 3부 (JIBS),2.2,1.77,1.65,0.43,평균 이상,0.45,정상 범위,0.4,1.8,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-08-29,2025,모닝와이드 3부 (JIBS),2.4,1.77,1.65,0.63,평균 이상,0.66,정상 범위,1.4,1.0,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-01,2025,모닝와이드 3부 (JIBS),2.2,1.77,1.65,0.43,평균 이상,0.45,정상 범위,3.2,-1.0,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-02,2025,모닝와이드 3부 (JIBS),0.9,1.77,1.65,-0.87,평균 이하,-0.91,정상 범위,1.1,-0.2,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-03,2025,모닝와이드 3부 (JIBS),2.2,1.77,1.65,0.43,평균 이상,0.45,정상 범위,1.1,1.1,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-04,2025,모닝와이드 3부 (JIBS),0.7,1.77,1.65,-1.07,평균 이하,-1.12,정상 범위,2.3,-1.6,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-05,2025,모닝와이드 3부 (JIBS),2.8,1.77,1.65,1.03,평균 이상,1.08,정상 범위,1.3,1.5,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-08,2025,모닝와이드 3부 (JIBS),2.7,1.77,1.65,0.93,평균 이상,0.98,정상 범위,2.2,0.5,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-09,2025,모닝와이드 3부 (JIBS),1.6,1.77,1.65,-0.17,평균 이하,-0.18,정상 범위,2.4,-0.8,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-10,2025,모닝와이드 3부 (JIBS),1.2,1.77,1.65,-0.57,평균 이하,-0.6,정상 범위,2.2,-1.0,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-11,2025,모닝와이드 3부 (JIBS),5.1,1.77,1.65,3.33,평균 이상,3.49,이상치(급증),0.9,4.2,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-12,2025,모닝와이드 3부 (JIBS),2.6,1.77,1.65,0.83,평균 이상,0.87,정상 범위,2.2,0.4,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-15,2025,모닝와이드 3부 (JIBS),0.6,1.77,1.65,-1.17,평균 이하,-1.23,정상 범위,0.7,-0.1,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-16,2025,모닝와이드 3부 (JIBS),1.0,1.77,1.65,-0.77,평균 이하,-0.81,정상 범위,2.8,-1.8,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-17,2025,모닝와이드 3부 (JIBS),2.7,1.77,1.65,0.93,평균 이상,0.98,정상 범위,2.7,0.0,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
2025-09-18,2025,모닝와이드 3부 (JIBS),3.5,1.77,1.65,1.73,평균 이상,1.81,정상 범위,1.6,1.9,0.95,53.93,0.84,1.0,2.4,1.4,0.1,5.2,196.0
